No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,AQI_Category
456,2013,3,19,23,17.0,6.0,3.0,26.0,400.0,54.0,-1.3,1013.3,-1.3,0.8,ENE,4.2,Huairou,2013-03-19 23:00:00,Sedang
457,2013,3,20,0,19.0,6.0,3.0,19.0,300.0,67.0,-1.7,1014.2,-1.7,0.1,ENE,3.3,Huairou,2013-03-20 00:00:00,Sedang
458,2013,3,20,1,12.0,6.0,3.0,12.0,200.0,78.0,-1.9,1014.9,-1.9,0.3,E,1.1,Huairou,2013-03-20 01:00:00,Sehat
459,2013,3,20,2,10.0,6.0,3.0,11.0,200.0,78.0,-1.8,1015.1,-1.8,3.1,WSW,1.2,Huairou,2013-03-20 02:00:00,Sehat
460,2013,3,20,3,8.0,6.0,3.0,14.0,200.0,71.0,-2.3,1015.3,-2.3,0.0,W,2.0,Huairou,2013-03-20 03:00:00,Sehat
461,2013,3,20,4,9.0,6.0,3.0,14.0,200.0,70.0,-3.3,1015.7,-3.3,0.0,NW,0.9,Huairou,2013-03-20 04:00:00,Sehat
462,2013,3,20,5,20.0,6.0,3.0,15.0,400.0,59.0,-4.8,1015.9,-4.8,0.0,N,1.0,Huairou,2013-03-20 05:00:00,Sedang
463,2013,3,20,6,14.0,6.0,3.0,16.0,500.0,53.0,-4.8,1016.4,-4.8,0.0,N,0.2,Huairou,2013-03-20 06:00:00,Sedang
464,2013,3,20,7,23.0,6.0,3.0,26.0,700.0,39.0,-3.5,1016.8,-3.5,0.0,N,0.1,Huairou,2013-03-20 07:00:00,Sedang
465,2013,3,20,8,42.0,43.0,3.0,57.0,1200.0,11.0,-1.8,1017.3,-1.8,0.0,N,0.1,Huairou,2013-03-20 08:00:00,Buruk
466,2013,3,20,9,49.0,54.0,3.0,46.0,1100.0,26.0,-0.2,1017.4,-2.4,0.0,ESE,1.5,Huairou,2013-03-20 09:00:00,Buruk
467,2013,3,20,10,59.0,73.0,3.0,47.0,1100.0,34.0,0.8,1017.0,-1.1,0.0,ESE,2.5,Huairou,2013-03-20 10:00:00,Sangat Buruk
468,2013,3,20,11,54.0,6.0,7.0,46.0,700.0,46.0,2.6,1016.0,-2.7,0.0,SE,2.0,Huairou,2013-03-20 11:00:00,Buruk
469,2013,3,20,12,62.0,35.0,10.0,41.0,600.0,62.0,4.0,1014.9,-9.4,0.0,SW,3.6,Huairou,2013-03-20 12:00:00,Sangat Buruk
470,2013,3,20,13,27.0,6.0,17.0,18.0,200.0,83.0,5.3,1013.6,-9.0,0.0,SW,4.1,Huairou,2013-03-20 13:00:00,Sedang
471,2013,3,20,14,13.0,6.0,15.0,10.0,100.0,89.0,6.3,1012.6,-9.2,0.0,SW,4.7,Huairou,2013-03-20 14:00:00,Sedang
472,2013,3,20,15,3.0,6.0,13.0,10.0,100.0,91.0,6.0,1012.0,-8.3,0.0,SSW,3.6,Huairou,2013-03-20 15:00:00,Sehat
473,2013,3,20,16,4.0,22.0,15.0,17.0,200.0,86.0,5.1,1011.5,-7.7,0.0,SW,4.0,Huairou,2013-03-20 16:00:00,Sehat
474,2013,3,20,17,27.0,35.0,14.0,25.0,400.0,84.0,4.0,1011.3,-6.3,0.0,SSW,2.3,Huairou,2013-03-20 17:00:00,Sedang
475,2013,3,20,18,41.0,52.0,9.0,32.0,600.0,74.0,2.7,1011.1,-5.7,0.0,W,0.9,Huairou,2013-03-20 18:00:00,Buruk
476,2013,3,20,19,37.0,52.0,7.0,42.0,700.0,57.0,1.0,1011.1,-3.9,0.0,WNW,1.3,Huairou,2013-03-20 19:00:00,Buruk
477,2013,3,20,20,66.0,71.0,6.0,63.0,900.0,29.0,0.2,1010.9,-3.2,0.0,WNW,1.7,Huairou,2013-03-20 20:00:00,Sangat Buruk
478,2013,3,20,21,82.0,86.0,6.0,67.0,1000.0,18.0,-0.7,1010.6,-2.4,0.0,WNW,1.0,Huairou,2013-03-20 21:00:00,Sangat Buruk
479,2013,3,20,22,93.0,98.0,4.0,73.0,1300.0,4.0,-0.7,1010.1,-1.1,0.0,NW,0.8,Huairou,2013-03-20 22:00:00,Sangat Buruk
480,2013,3,20,23,84.0,98.0,3.0,73.0,1300.0,2.0,0.0,1009.4,-2.7,0.0,NE,1.5,Huairou,2013-03-20 23:00:00,Sangat Buruk
481,2013,3,21,0,87.0,108.0,3.0,71.0,1800.0,2.0,0.4,1008.9,-3.5,0.0,ENE,1.1,Huairou,2013-03-21 00:00:00,Sangat Buruk
482,2013,3,21,1,99.0,104.0,4.0,78.0,1300.0,2.0,0.1,1008.1,-3.6,0.0,NE,1.3,Huairou,2013-03-21 01:00:00,Sangat Buruk
483,2013,3,21,2,110.0,105.0,5.0,63.0,1100.0,6.0,0.2,1007.2,-3.5,0.0,NE,0.8,Huairou,2013-03-21 02:00:00,Sangat Buruk
484,2013,3,21,3,85.0,91.0,4.0,63.0,,,0.3,1006.2,-4.0,0.0,NE,0.6,Huairou,2013-03-21 03:00:00,Sangat Buruk
485,2013,3,21,4,102.0,91.0,4.0,64.0,1000.0,10.0,0.0,1005.6,-4.6,0.0,NW,0.9,Huairou,2013-03-21 04:00:00,Sangat Buruk
486,2013,3,21,5,82.0,86.0,6.0,55.0,1200.0,9.0,-1.0,1004.9,-4.5,0.0,NNE,1.5,Huairou,2013-03-21 05:00:00,Sangat Buruk
487,2013,3,21,6,90.0,94.0,5.0,58.0,1399.0,4.0,-1.4,1004.4,-3.1,0.0,W,0.9,Huairou,2013-03-21 06:00:00,Sangat Buruk
488,2013,3,21,7,88.0,102.0,4.0,63.0,1800.0,2.0,-0.1,1003.7,-2.5,0.0,WNW,0.9,Huairou,2013-03-21 07:00:00,Sangat Buruk
489,2013,3,21,8,92.0,108.0,6.0,60.0,1899.0,2.0,1.0,1003.0,-4.4,0.0,E,0.8,Huairou,2013-03-21 08:00:00,Sangat Buruk
490,2013,3,21,9,100.0,82.0,14.0,55.0,1600.0,17.0,1.6,1002.4,-5.1,0.0,E,1.7,Huairou,2013-03-21 09:00:00,Sangat Buruk
491,2013,3,21,10,78.0,91.0,22.0,52.0,1399.0,23.0,2.4,1001.4,-4.6,0.0,E,0.7,Huairou,2013-03-21 10:00:00,Sangat Buruk
492,2013,3,21,11,81.0,104.0,28.0,54.0,1300.0,26.0,4.3,1000.2,-3.7,0.0,NW,1.1,Huairou,2013-03-21 11:00:00,Sangat Buruk
493,2013,3,21,12,116.0,120.0,37.0,53.0,1300.0,32.0,5.8,999.2,-3.8,0.0,ESE,3.2,Huairou,2013-03-21 12:00:00,Sangat Buruk
494,2013,3,21,13,132.0,136.0,52.0,52.0,1200.0,49.0,7.0,997.9,-2.7,0.0,SW,2.7,Huairou,2013-03-21 13:00:00,Sangat Buruk
495,2013,3,21,14,137.0,149.0,62.0,49.0,1000.0,65.0,7.1,997.0,-2.9,0.0,SSW,2.5,Huairou,2013-03-21 14:00:00,Sangat Buruk
496,2013,3,21,15,163.0,170.0,55.0,52.0,1100.0,78.0,6.8,996.9,-2.9,0.0,SW,1.4,Huairou,2013-03-21 15:00:00,Sangat Buruk
497,2013,3,21,16,142.0,173.0,46.0,68.0,1200.0,65.0,6.9,996.7,-2.8,0.0,W,1.2,Huairou,2013-03-21 16:00:00,Sangat Buruk
498,2013,3,21,17,173.0,176.0,37.0,76.0,1300.0,59.0,6.0,997.4,-2.6,0.0,W,0.2,Huairou,2013-03-21 17:00:00,Sangat Buruk
499,2013,3,21,18,176.0,176.0,32.0,84.0,1399.0,52.0,4.2,998.5,-1.0,0.0,WNW,1.5,Huairou,2013-03-21 18:00:00,Sangat Buruk
500,2013,3,21,19,183.0,197.0,20.0,87.0,1500.0,37.0,3.5,999.5,-1.3,0.0,W,1.0,Huairou,2013-03-21 19:00:00,Sangat Buruk
501,2013,3,21,20,178.0,180.0,16.0,78.0,1399.0,32.0,3.3,1000.4,-1.5,0.0,SSE,1.2,Huairou,2013-03-21 20:00:00,Sangat Buruk
502,2013,3,21,21,150.0,165.0,13.0,53.0,1500.0,31.0,3.7,1001.6,-1.7,0.0,N,2.5,Huairou,2013-03-21 21:00:00,Sangat Buruk
503,2013,3,21,22,149.0,156.0,10.0,52.0,1300.0,37.0,7.0,1002.8,-2.2,0.0,ENE,3.1,Huairou,2013-03-21 22:00:00,Sangat Buruk
504,2013,3,21,23,139.0,153.0,8.0,60.0,1500.0,25.0,4.6,1003.7,-2.3,0.0,ESE,1.7,Huairou,2013-03-21 23:00:00,Sangat Buruk
505,2013,3,22,0,156.0,157.0,18.0,54.0,1500.0,42.0,7.2,1004.6,-8.4,0.0,NNW,2.5,Huairou,2013-03-22 00:00:00,Sangat Buruk
506,2013,3,22,1,144.0,131.0,19.0,45.0,1200.0,46.0,7.4,1005.8,-9.5,0.0,N,3.3,Huairou,2013-03-22 01:00:00,Sangat Buruk
507,2013,3,22,2,87.0,131.0,19.0,47.0,1100.0,41.0,6.5,1006.5,-10.7,0.0,N,4.7,Huairou,2013-03-22 02:00:00,Sangat Buruk
508,2013,3,22,3,25.0,128.0,19.0,14.0,400.0,77.0,5.6,1006.7,-10.7,0.0,N,5.9,Huairou,2013-03-22 03:00:00,Sedang
509,2013,3,22,4,124.0,125.0,23.0,58.0,300.0,80.0,4.2,1007.7,-9.9,0.0,ENE,2.8,Huairou,2013-03-22 04:00:00,Sangat Buruk
510,2013,3,22,5,3.0,6.0,11.0,11.0,300.0,73.0,2.9,1008.6,-11.1,0.0,NE,4.7,Huairou,2013-03-22 05:00:00,Sehat
511,2013,3,22,6,3.0,6.0,10.0,22.0,300.0,57.0,3.1,1009.8,-12.4,0.0,NE,3.2,Huairou,2013-03-22 06:00:00,Sehat
512,2013,3,22,7,10.0,114.0,12.0,30.0,400.0,51.0,3.9,1010.9,-13.0,0.0,ENE,3.8,Huairou,2013-03-22 07:00:00,Sehat
513,2013,3,22,8,3.0,7.0,14.0,28.0,400.0,60.0,4.9,1011.8,-13.5,0.0,ENE,3.8,Huairou,2013-03-22 08:00:00,Sehat
514,2013,3,22,9,102.0,103.0,25.0,48.0,200.0,75.0,6.5,1011.6,-12.7,0.0,E,2.9,Huairou,2013-03-22 09:00:00,Sangat Buruk
515,2013,3,22,10,99.0,100.0,24.0,46.0,200.0,80.0,7.7,1010.9,-12.7,0.0,E,2.6,Huairou,2013-03-22 10:00:00,Sangat Buruk
516,2013,3,22,11,96.0,95.0,24.0,44.0,100.0,83.0,8.8,1010.2,-13.0,0.0,SSE,1.9,Huairou,2013-03-22 11:00:00,Sangat Buruk
517,2013,3,22,12,3.0,10.0,10.0,8.0,200.0,83.0,9.4,1009.2,-7.3,0.0,SSE,4.5,Huairou,2013-03-22 12:00:00,Sehat
518,2013,3,22,13,27.0,104.0,21.0,19.0,400.0,75.0,9.8,1008.5,-7.4,0.0,S,4.6,Huairou,2013-03-22 13:00:00,Sedang
519,2013,3,22,14,58.0,139.0,39.0,35.0,700.0,67.0,10.4,1008.0,-6.5,0.0,SW,2.8,Huairou,2013-03-22 14:00:00,Sangat Buruk
520,2013,3,22,15,54.0,146.0,40.0,48.0,800.0,64.0,10.0,1007.4,-6.0,0.0,SSE,4.1,Huairou,2013-03-22 15:00:00,Buruk
521,2013,3,22,16,68.0,178.0,33.0,50.0,900.0,68.0,9.7,1007.0,-5.8,0.0,SW,2.9,Huairou,2013-03-22 16:00:00,Sangat Buruk
522,2013,3,22,17,78.0,176.0,28.0,49.0,900.0,74.0,8.1,1007.5,-5.0,0.0,SW,2.1,Huairou,2013-03-22 17:00:00,Sangat Buruk
523,2013,3,22,18,69.0,159.0,22.0,47.0,700.0,66.0,7.1,1008.0,-4.4,0.0,WSW,1.3,Huairou,2013-03-22 18:00:00,Sangat Buruk
524,2013,3,22,19,75.0,148.0,18.0,40.0,800.0,50.0,5.4,1008.4,-2.9,0.0,WNW,1.3,Huairou,2013-03-22 19:00:00,Sangat Buruk
525,2013,3,22,20,91.0,143.0,16.0,8.0,1000.0,35.0,4.6,1009.3,-4.7,0.0,ESE,1.4,Huairou,2013-03-22 20:00:00,Sangat Buruk
526,2013,3,22,21,73.0,112.0,14.0,7.0,900.0,32.0,3.5,1009.3,-5.4,0.0,E,0.5,Huairou,2013-03-22 21:00:00,Sangat Buruk
527,2013,3,22,22,55.0,68.0,13.0,8.0,800.0,27.0,2.7,1009.4,-5.2,0.0,SE,1.8,Huairou,2013-03-22 22:00:00,Buruk
528,2013,3,22,23,54.0,82.0,11.0,45.0,800.0,20.0,1.5,1008.9,-5.0,0.0,SE,2.4,Huairou,2013-03-22 23:00:00,Buruk
529,2013,3,23,0,50.0,74.0,10.0,23.0,1200.0,9.0,0.7,1008.6,-4.9,0.0,ESE,1.8,Huairou,2013-03-23 00:00:00,Buruk
530,2013,3,23,1,46.0,61.0,7.0,57.0,1100.0,12.0,0.7,1007.7,-5.1,0.0,E,0.8,Huairou,2013-03-23 01:00:00,Buruk
531,2013,3,23,2,27.0,44.0,8.0,56.0,800.0,12.0,0.7,1006.5,-4.9,0.0,WNW,2.6,Huairou,2013-03-23 02:00:00,Sedang
532,2013,3,23,3,25.0,37.0,10.0,48.0,700.0,22.0,0.4,1005.9,-4.6,0.0,ENE,1.0,Huairou,2013-03-23 03:00:00,Sedang
533,2013,3,23,4,41.0,45.0,9.0,46.0,800.0,19.0,0.9,1005.3,-4.7,0.0,ENE,1.2,Huairou,2013-03-23 04:00:00,Buruk
534,2013,3,23,5,41.0,45.0,9.0,47.0,800.0,16.0,0.7,1005.1,-4.5,0.0,NNW,0.6,Huairou,2013-03-23 05:00:00,Buruk
535,2013,3,23,6,47.0,51.0,10.0,45.0,800.0,18.0,1.0,1005.0,-4.6,0.0,WSW,1.0,Huairou,2013-03-23 06:00:00,Buruk
536,2013,3,23,7,48.0,53.0,10.0,47.0,900.0,15.0,1.4,1003.9,-5.1,0.0,SSE,1.2,Huairou,2013-03-23 07:00:00,Buruk
537,2013,3,23,8,48.0,57.0,15.0,34.0,1100.0,15.0,2.8,1003.1,-6.4,0.0,ESE,2.6,Huairou,2013-03-23 08:00:00,Buruk
538,2013,3,23,9,57.0,64.0,28.0,43.0,1200.0,27.0,2.7,1003.0,-7.2,0.0,E,0.5,Huairou,2013-03-23 09:00:00,Sangat Buruk
539,2013,3,23,10,42.0,58.0,41.0,29.0,1300.0,31.0,3.3,1002.3,-7.2,0.0,NNW,1.0,Huairou,2013-03-23 10:00:00,Buruk
540,2013,3,23,11,55.0,74.0,54.0,6.0,1200.0,30.0,5.5,1001.8,-9.1,0.0,SSE,1.4,Huairou,2013-03-23 11:00:00,Buruk
541,2013,3,23,12,53.0,62.0,79.0,4.0,1200.0,43.0,5.6,1000.9,-8.0,0.0,W,1.6,Huairou,2013-03-23 12:00:00,Buruk
542,2013,3,23,13,56.0,61.0,76.0,4.0,1000.0,48.0,7.1,1000.9,-7.4,0.0,S,2.3,Huairou,2013-03-23 13:00:00,Sangat Buruk
543,2013,3,23,14,60.0,77.0,76.0,4.0,900.0,51.0,8.3,1000.3,-5.9,0.0,S,2.1,Huairou,2013-03-23 14:00:00,Sangat Buruk
544,2013,3,23,15,59.0,103.0,77.0,5.0,1000.0,49.0,9.1,1001.0,-5.6,0.0,NNW,0.5,Huairou,2013-03-23 15:00:00,Sangat Buruk
545,2013,3,23,16,78.0,114.0,74.0,6.0,1000.0,47.0,11.4,1003.1,-10.8,0.0,NNW,8.5,Huairou,2013-03-23 16:00:00,Sangat Buruk
546,2013,3,23,17,89.0,105.0,59.0,4.0,800.0,58.0,9.2,1005.2,-13.3,0.0,NW,6.8,Huairou,2013-03-23 17:00:00,Sangat Buruk
555,2013,3,24,2,4.0,11.0,10.0,10.0,300.0,71.0,-1.2,1015.0,-14.7,0.0,NNE,3.0,Huairou,2013-03-24 02:00:00,Sehat
556,2013,3,24,3,3.0,7.0,9.0,10.0,300.0,70.0,-1.4,1015.1,-14.6,0.0,E,1.2,Huairou,2013-03-24 03:00:00,Sehat
557,2013,3,24,4,3.0,12.0,5.0,16.0,300.0,58.0,-1.9,1015.1,-14.0,0.0,ENE,0.8,Huairou,2013-03-24 04:00:00,Sehat
558,2013,3,24,5,3.0,13.0,6.0,16.0,400.0,53.0,-1.8,1015.5,-14.0,0.0,NNW,1.8,Huairou,2013-03-24 05:00:00,Sehat
559,2013,3,24,6,3.0,6.0,5.0,12.0,400.0,60.0,0.5,1015.7,-15.5,0.0,NNE,2.5,Huairou,2013-03-24 06:00:00,Sehat
560,2013,3,24,7,3.0,6.0,4.0,11.0,400.0,65.0,1.7,1016.2,-15.3,0.0,WSW,2.8,Huairou,2013-03-24 07:00:00,Sehat
578,2013,3,25,1,49.0,60.0,8.0,7.0,,17.5644,-0.5,1014.2,-7.8,0.0,SW,1.4,Huairou,2013-03-25 01:00:00,Buruk
579,2013,3,25,2,43.0,66.0,12.0,4.0,,16.2792,-1.2,1014.2,-7.4,0.0,WNW,1.1,Huairou,2013-03-25 02:00:00,Buruk
581,2013,3,25,4,53.0,89.0,11.0,2.0,,2.3562,-2.0,1014.5,-7.3,0.0,WNW,1.7,Huairou,2013-03-25 04:00:00,Buruk
582,2013,3,25,5,55.0,95.0,10.0,5.9537,,2.9988,-2.6,1014.6,-7.1,0.0,W,1.7,Huairou,2013-03-25 05:00:00,Buruk
583,2013,3,25,6,54.0,90.0,5.0,6.0,,6.8544,-2.3,1015.2,-6.8,0.0,WNW,1.8,Huairou,2013-03-25 06:00:00,Buruk
584,2013,3,25,7,50.0,60.0,5.0,5.0,,6.8544,0.8,1015.2,-6.5,0.0,SSW,1.4,Huairou,2013-03-25 07:00:00,Buruk
588,2013,3,25,11,90.0,107.0,73.0,3.0,,45.8388,7.3,1013.3,-7.9,0.0,S,3.8,Huairou,2013-03-25 11:00:00,Sangat Buruk
589,2013,3,25,12,90.0,107.0,73.0,3.0,,58.905,8.8,1012.5,-7.9,0.0,SW,2.3,Huairou,2013-03-25 12:00:00,Sangat Buruk
590,2013,3,25,13,100.0,120.0,64.0,4.0,,69.615,9.7,1011.4,-8.4,0.0,SSW,2.4,Huairou,2013-03-25 13:00:00,Sangat Buruk
591,2013,3,25,14,103.0,110.0,61.0,5.0,,81.6102,10.3,1010.5,-8.4,0.0,S,2.9,Huairou,2013-03-25 14:00:00,Sangat Buruk
592,2013,3,25,15,97.0,125.0,61.0,7.0,,81.8244,10.4,1009.9,-8.3,0.0,S,1.8,Huairou,2013-03-25 15:00:00,Sangat Buruk
593,2013,3,25,16,118.0,139.0,59.0,9.0,1700.0,84.0,9.9,1009.5,-8.3,0.0,SSW,1.9,Huairou,2013-03-25 16:00:00,Sangat Buruk
594,2013,3,25,17,118.0,139.0,59.0,9.0,1899.0,72.0,8.9,1009.5,-8.7,0.0,SW,1.0,Huairou,2013-03-25 17:00:00,Sangat Buruk
595,2013,3,25,18,135.0,178.0,48.0,14.0,1800.0,66.0,6.0,1009.6,-6.9,0.0,WNW,2.1,Huairou,2013-03-25 18:00:00,Sangat Buruk
596,2013,3,25,19,139.0,199.0,33.0,16.0,1899.0,32.0,4.4,1010.1,-5.7,0.0,WNW,1.4,Huairou,2013-03-25 19:00:00,Sangat Buruk
597,2013,3,25,20,152.0,184.0,22.0,12.0,2200.0,21.0,3.0,1010.2,-5.2,0.0,WSW,0.8,Huairou,2013-03-25 20:00:00,Sangat Buruk
598,2013,3,25,21,169.0,176.0,20.0,8.0,2299.0,17.0,2.8,1009.8,-5.6,0.0,WNW,0.9,Huairou,2013-03-25 21:00:00,Sangat Buruk
599,2013,3,25,22,153.0,180.0,19.0,6.0,2399.0,19.0,2.4,1009.6,-5.0,0.0,NW,1.2,Huairou,2013-03-25 22:00:00,Sangat Buruk
600,2013,3,25,23,154.0,230.0,17.0,4.0,2299.0,22.0,1.8,1009.4,-5.6,0.0,WNW,2.0,Huairou,2013-03-25 23:00:00,Sangat Buruk
601,2013,3,26,0,153.0,231.0,13.0,3.0,2100.0,20.0,1.4,1009.0,-4.3,0.0,N,0.5,Huairou,2013-03-26 00:00:00,Sangat Buruk
602,2013,3,26,1,128.0,137.0,11.0,3.0,1899.0,19.0,1.5,1008.6,-5.4,0.0,S,0.6,Huairou,2013-03-26 01:00:00,Sangat Buruk
603,2013,3,26,2,123.0,134.0,10.0,4.0,1899.0,15.0,0.7,1008.3,-4.7,0.0,E,1.2,Huairou,2013-03-26 02:00:00,Sangat Buruk
604,2013,3,26,3,117.0,129.0,8.0,4.0,1800.0,17.0,0.6,1007.8,-5.9,0.0,ENE,0.7,Huairou,2013-03-26 03:00:00,Sangat Buruk
605,2013,3,26,4,117.0,129.0,9.0,4.0,,7.7112,-0.1,1007.6,-5.3,0.0,WNW,0.9,Huairou,2013-03-26 04:00:00,Sangat Buruk
606,2013,3,26,5,128.0,150.0,7.0,8.0,1800.0,5.0,-0.6,1007.7,-5.8,0.0,NW,0.9,Huairou,2013-03-26 05:00:00,Sangat Buruk
607,2013,3,26,6,109.0,125.0,6.0,8.0,1800.0,3.0,-0.3,1007.9,-5.5,0.0,N,0.7,Huairou,2013-03-26 06:00:00,Sangat Buruk
608,2013,3,26,7,126.0,128.0,6.0,8.0,1899.0,2.0,2.5,1007.8,-3.2,0.0,ENE,0.7,Huairou,2013-03-26 07:00:00,Sangat Buruk
609,2013,3,26,8,138.0,160.0,11.0,7.0,2100.0,3.0,4.8,1007.4,-2.5,0.0,SE,1.7,Huairou,2013-03-26 08:00:00,Sangat Buruk
610,2013,3,26,9,157.0,206.0,25.0,7.0,2000.0,5.0,6.0,1007.0,-1.9,0.0,N,0.9,Huairou,2013-03-26 09:00:00,Sangat Buruk
611,2013,3,26,10,181.0,224.0,38.0,7.0,1800.0,12.0,7.5,1006.4,-1.7,0.0,SSW,2.5,Huairou,2013-03-26 10:00:00,Sangat Buruk
612,2013,3,26,11,194.0,227.0,47.0,3.0,1700.0,24.0,9.0,1005.6,-1.2,0.0,SSE,2.7,Huairou,2013-03-26 11:00:00,Sangat Buruk
613,2013,3,26,12,212.0,250.0,52.0,4.0,1600.0,34.0,10.4,1004.4,-0.7,0.0,ESE,3.1,Huairou,2013-03-26 12:00:00,Sangat Buruk
614,2013,3,26,13,235.0,257.0,54.0,4.0,1600.0,42.0,10.9,1003.3,-1.2,0.0,SW,2.9,Huairou,2013-03-26 13:00:00,Sangat Buruk
615,2013,3,26,14,231.0,266.0,61.0,7.0,1600.0,45.0,11.9,1002.2,-1.6,0.0,SW,2.6,Huairou,2013-03-26 14:00:00,Sangat Buruk
616,2013,3,26,15,231.0,264.0,66.0,8.0,1600.0,51.0,12.1,1001.3,-2.2,0.0,SW,2.4,Huairou,2013-03-26 15:00:00,Sangat Buruk
617,2013,3,26,16,220.0,244.0,70.0,6.0,1500.0,63.0,11.9,1000.6,-2.0,0.0,WNW,1.5,Huairou,2013-03-26 16:00:00,Sangat Buruk
618,2013,3,26,17,215.0,238.0,64.0,6.0,1600.0,60.0,10.8,1000.7,-1.9,0.0,WNW,1.4,Huairou,2013-03-26 17:00:00,Sangat Buruk
619,2013,3,26,18,212.0,275.0,52.0,8.0,1700.0,32.0,8.8,1000.9,-1.1,0.0,WNW,1.5,Huairou,2013-03-26 18:00:00,Sangat Buruk
620,2013,3,26,19,212.0,275.0,52.0,8.0,,7.9254,7.5,1001.6,-1.0,0.0,WNW,1.3,Huairou,2013-03-26 19:00:00,Sangat Buruk
621,2013,3,26,20,243.0,288.0,31.0,6.0,2299.0,2.0,6.8,1001.7,-1.1,0.0,WNW,1.5,Huairou,2013-03-26 20:00:00,Sangat Buruk
638,2013,3,27,13,83.0,195.0,17.0,23.0,1300.0,104.0,18.7,999.2,-7.7,0.0,WNW,6.5,Huairou,2013-03-27 13:00:00,Sangat Buruk
639,2013,3,27,14,83.0,195.0,17.0,23.0,800.0,107.0,17.8,999.7,-11.0,0.0,NW,6.4,Huairou,2013-03-27 14:00:00,Sangat Buruk
640,2013,3,27,15,7.0,73.0,3.0,4.0,700.0,107.0,17.0,1000.4,-13.7,0.0,NNE,6.4,Huairou,2013-03-27 15:00:00,Sehat
641,2013,3,27,16,10.0,26.0,3.0,3.0,,118.2384,14.8,1001.7,-15.5,0.0,NNE,8.4,Huairou,2013-03-27 16:00:00,Sehat
642,2013,3,27,17,12.0,28.0,3.0,5.0,700.0,107.0,13.3,1003.4,-17.8,0.0,NNW,6.6,Huairou,2013-03-27 17:00:00,Sehat
643,2013,3,27,18,4.0,49.0,3.0,6.0,700.0,107.0,11.9,1004.9,-17.7,0.0,NNW,3.9,Huairou,2013-03-27 18:00:00,Sehat
644,2013,3,27,19,9.0,41.0,3.0,9.0,800.0,107.0,10.6,1006.8,-17.7,0.0,NNE,4.0,Huairou,2013-03-27 19:00:00,Sehat
645,2013,3,27,20,7.0,30.0,3.0,8.0,800.0,107.0,9.9,1008.3,-18.3,0.0,NNE,4.5,Huairou,2013-03-27 20:00:00,Sehat
646,2013,3,27,21,9.0,23.0,4.0,7.0,800.0,107.0,8.2,1009.6,-17.8,0.0,NE,2.6,Huairou,2013-03-27 21:00:00,Sehat
647,2013,3,27,22,12.0,26.0,3.0,12.0,800.0,95.0,7.2,1010.2,-17.8,0.0,NE,3.9,Huairou,2013-03-27 22:00:00,Sehat
648,2013,3,27,23,12.0,26.0,3.0,12.0,800.0,96.0,6.4,1011.0,-16.9,0.0,NE,5.5,Huairou,2013-03-27 23:00:00,Sehat
649,2013,3,28,0,12.0,18.0,4.0,8.0,700.0,93.0,5.7,1011.1,-16.8,0.0,NE,3.0,Huairou,2013-03-28 00:00:00,Sehat
650,2013,3,28,1,13.0,19.0,5.0,8.0,700.0,94.0,4.9,1011.4,-16.2,0.0,E,5.6,Huairou,2013-03-28 01:00:00,Sedang
651,2013,3,28,2,10.0,20.0,4.0,6.0,700.0,89.0,4.3,1011.7,-16.7,0.0,NE,3.6,Huairou,2013-03-28 02:00:00,Sehat
652,2013,3,28,3,13.0,17.0,5.0,8.0,700.0,86.0,3.8,1011.6,-16.6,0.0,NE,4.2,Huairou,2013-03-28 03:00:00,Sedang
653,2013,3,28,4,13.0,18.0,5.0,8.0,800.0,85.0,3.5,1012.3,-17.4,0.0,NNE,2.7,Huairou,2013-03-28 04:00:00,Sedang
654,2013,3,28,5,3.0,17.0,4.0,12.0,800.0,78.0,1.4,1012.9,-13.5,0.0,WNW,1.5,Huairou,2013-03-28 05:00:00,Sehat
655,2013,3,28,6,10.0,20.0,11.0,15.0,800.0,72.0,2.6,1013.6,-16.5,0.0,ENE,1.6,Huairou,2013-03-28 06:00:00,Sehat
656,2013,3,28,7,18.0,36.0,10.0,30.0,900.0,55.0,4.5,1014.0,-16.0,0.0,ENE,2.6,Huairou,2013-03-28 07:00:00,Sedang
657,2013,3,28,8,15.0,41.0,19.0,27.0,900.0,60.0,5.7,1014.3,-16.8,0.0,E,3.4,Huairou,2013-03-28 08:00:00,Sedang
658,2013,3,28,9,15.0,41.0,19.0,27.0,800.0,76.0,6.6,1014.4,-18.3,0.0,ESE,1.7,Huairou,2013-03-28 09:00:00,Sedang
659,2013,3,28,10,16.0,46.0,7.0,16.0,700.0,87.0,7.9,1014.1,-17.2,0.0,SE,3.0,Huairou,2013-03-28 10:00:00,Sedang
660,2013,3,28,11,12.0,31.0,8.0,15.0,600.0,82.0,9.4,1012.9,-15.2,0.0,ESE,2.6,Huairou,2013-03-28 11:00:00,Sehat
661,2013,3,28,12,18.0,39.0,10.0,14.0,700.0,86.0,10.3,1012.0,-15.3,0.0,NE,3.3,Huairou,2013-03-28 12:00:00,Sedang
662,2013,3,28,13,18.0,32.0,8.0,11.0,700.0,96.0,11.8,1010.8,-15.8,0.0,ENE,2.6,Huairou,2013-03-28 13:00:00,Sedang
